X,y,w,ids
Cc1ccc(C(=O)N[C@@H](CNC(=O)[C@@H]2CCC(=O)N2)C(C)C)nn1,-0.066,1.0,Cc1ccc(C(=O)N[C@@H](CNC(=O)[C@@H]2CCC(=O)N2)C(C)C)nn1
COCc1nccc(NC[C@@H](O)CCc2ccccc2)n1,2.029,1.0,COCc1nccc(NC[C@@H](O)CCc2ccccc2)n1
O=C(Cc1cscn1)N[C@@H]1[C@H]2CN(C(=O)C[C@@H]3CCNC3=O)C[C@H]21,-0.215,1.0,O=C(Cc1cscn1)N[C@@H]1[C@H]2CN(C(=O)C[C@@H]3CCNC3=O)C[C@H]21
COc1ccc(CN2CCC(NC(C)=O)CC2)nc1OC,1.199,1.0,COc1ccc(CN2CCC(NC(C)=O)CC2)nc1OC
O=C(NC[C@@H]1Cc2ccccc21)c1ccc(=O)n(-c2cccc(F)c2)c1,3.0460000000000003,1.0,O=C(NC[C@@H]1Cc2ccccc21)c1ccc(=O)n(-c2cccc(F)c2)c1
CN(Cc1cccc(-n2ccnc2)c1)CC1CC(F)(F)C1,3.349,1.0,CN(Cc1cccc(-n2ccnc2)c1)CC1CC(F)(F)C1
O=C(NC1C[C@H]2CC[C@@H](C1)N2C(=O)C1CC=CC1)[C@@H]1CCC1(F)F,2.636,1.0,O=C(NC1C[C@H]2CC[C@@H](C1)N2C(=O)C1CC=CC1)[C@@H]1CCC1(F)F
CC(C)Cn1cc(C(=O)NC2CN(C(=O)C[C@H]3CCOC3)C2)cn1,0.906,1.0,CC(C)Cn1cc(C(=O)NC2CN(C(=O)C[C@H]3CCOC3)C2)cn1
CCN(CCNC(=O)CCc1ccccc1)C(=O)[C@@H]1CC[C@@H](C)C1,3.02,1.0,CCN(CCNC(=O)CCc1ccccc1)C(=O)[C@@H]1CC[C@@H](C)C1
Cc1ccc(CN(CCO)C(=O)c2ccc(F)c(C)c2)cc1,3.077,1.0,Cc1ccc(CN(CCO)C(=O)c2ccc(F)c(C)c2)cc1
C=C[C@@H](OCc1ncc(C(C)(C)C)o1)C(=O)OC,2.216,1.0,C=C[C@@H](OCc1ncc(C(C)(C)C)o1)C(=O)OC
Cc1noc(CN2C[C@@H](O)[C@H](NC(=O)C(F)F)C2)n1,-0.696,1.0,Cc1noc(CN2C[C@@H](O)[C@H](NC(=O)C(F)F)C2)n1
C[C@@](O)(CNS(=O)(=O)N1C[C@@H]2CC[C@@H]1C2)c1ccccc1Cl,1.866,1.0,C[C@@](O)(CNS(=O)(=O)N1C[C@@H]2CC[C@@H]1C2)c1ccccc1Cl
C[C@@H]1CN(c2ccc(Br)cc2C#N)C[C@@H](C2CC2)O1,3.324,1.0,C[C@@H]1CN(c2ccc(Br)cc2C#N)C[C@@H](C2CC2)O1
CCc1cnccc1[C@H](C)NC(=O)N1CCC[C@@H](CO)[C@@H]1C,2.507,1.0,CCc1cnccc1[C@H](C)NC(=O)N1CCC[C@@H](CO)[C@@H]1C
C[C@@H](C(=O)NCCc1c[nH]c2ccccc12)N1CC[C@@H]1CO,1.2819999999999998,1.0,C[C@@H](C(=O)NCCc1c[nH]c2ccccc12)N1CC[C@@H]1CO
CCCCC(=O)N[C@@H]1CCN(C(=O)C2CC3(CC3)C2)[C@@H](C)C1,2.863,1.0,CCCCC(=O)N[C@@H]1CCN(C(=O)C2CC3(CC3)C2)[C@@H](C)C1
NC(=O)C(=O)N1CCC[C@@H]1CNC(=O)[C@H]1CCCO1,-1.242,1.0,NC(=O)C(=O)N1CCC[C@@H]1CNC(=O)[C@H]1CCCO1
O=C(NCC12COCCN1CCOC2)c1ncc[nH]1,-0.759,1.0,O=C(NCC12COCCN1CCOC2)c1ncc[nH]1
C[C@H](O)C(=O)N1CCN(C2CCN(C)CC2)[C@H](C)C1,-0.006,1.0,C[C@H](O)C(=O)N1CCN(C2CCN(C)CC2)[C@H](C)C1
O=C(Nc1cccc(OC(F)(F)F)c1)[C@@H]1CCCNC1,2.523,1.0,O=C(Nc1cccc(OC(F)(F)F)c1)[C@@H]1CCCNC1
COc1cnc(C(=O)NCCNc2cccc(F)n2)c(F)c1,1.605,1.0,COc1cnc(C(=O)NCCNc2cccc(F)n2)c(F)c1
NC(=O)CC(=O)N1CCOC[C@@H]1CNC(=O)CCc1ccon1,-1.1740000000000002,1.0,NC(=O)CC(=O)N1CCOC[C@@H]1CNC(=O)CCc1ccon1
COc1ccc(NC(=S)NN=C2CCO[C@@H]2C)cc1OC,2.155,1.0,COc1ccc(NC(=S)NN=C2CCO[C@@H]2C)cc1OC
C#Cc1ccc(C(=O)N2C[C@@H](Nc3ccnc(C)n3)C[C@H]2C)cc1,2.481,1.0,C#Cc1ccc(C(=O)N2C[C@@H](Nc3ccnc(C)n3)C[C@H]2C)cc1
Cc1nc[nH]c1C(=O)N[C@@H]1CCN(CC/C=C/c2ccccc2)C1,2.6260000000000003,1.0,Cc1nc[nH]c1C(=O)N[C@@H]1CCN(CC/C=C/c2ccccc2)C1
Cc1cnc(CN(C)CCCN(C)C(=O)C(C)(C)C2CC2)s1,3.168,1.0,Cc1cnc(CN(C)CCCN(C)C(=O)C(C)(C)C2CC2)s1
O=C(Cn1ncnn1)N[C@H]1C[C@H](NC(=O)[C@H]2CCc3cncn3C2)C1,-1.104,1.0,O=C(Cn1ncnn1)N[C@H]1C[C@H](NC(=O)[C@H]2CCc3cncn3C2)C1
Cc1cc([C@H](C)OC(=O)c2cc(C=O)oc2C)oc1C(=O)O,2.918,1.0,Cc1cc([C@H](C)OC(=O)c2cc(C=O)oc2C)oc1C(=O)O
O=C(NCCN1CCNCC1)c1cc2cccn2cn1,-0.031,1.0,O=C(NCCN1CCNCC1)c1cc2cccn2cn1
O=C(NCC1(C(F)F)CC1)N[C@@H]1CCC[C@@H](C(F)(F)F)C1,3.452,1.0,O=C(NCC1(C(F)F)CC1)N[C@@H]1CCC[C@@H](C(F)(F)F)C1
CCOC(=O)c1cnn2ccc(NC(=O)C3(N)CCNCC3)cc12,0.53,1.0,CCOC(=O)c1cnn2ccc(NC(=O)C3(N)CCNCC3)cc12
CC1(F)CC(NC(=O)N2CC(Cc3ccc(F)c(F)c3)C2)C1,3.039,1.0,CC1(F)CC(NC(=O)N2CC(Cc3ccc(F)c(F)c3)C2)C1
Cc1c(CC(=O)N2CCC[C@@H](C(=N)O)C2)nnn1-c1ccc(C)cc1,2.201,1.0,Cc1c(CC(=O)N2CCC[C@@H](C(=N)O)C2)nnn1-c1ccc(C)cc1
CCN1CCN(c2nnc(-c3cnns3)n2CC2CC2)C[C@@H]1C,1.737,1.0,CCN1CCN(c2nnc(-c3cnns3)n2CC2CC2)C[C@@H]1C
Cc1ccnn1CC(=O)NCC[C@@H](C)NC(=O)C[C@@H](C)C1CC1,1.639,1.0,Cc1ccnn1CC(=O)NCC[C@@H](C)NC(=O)C[C@@H](C)C1CC1
C[C@H]1CN(C(=O)Nc2cnn(C)c2-c2ccccc2)C[C@]1(C)C(=O)O,2.662,1.0,C[C@H]1CN(C(=O)Nc2cnn(C)c2-c2ccccc2)C[C@]1(C)C(=O)O
C[C@H](CCn1cccn1)NC[C@@H]1C[C@@H](F)CN1Cc1cnn(C)c1,1.597,1.0,C[C@H](CCn1cccn1)NC[C@@H]1C[C@@H](F)CN1Cc1cnn(C)c1
C[C@H](NC(=O)Cn1cncn1)C1CN(Cc2nnc3n2CCOC3)C1,-0.964,1.0,C[C@H](NC(=O)Cn1cncn1)C1CN(Cc2nnc3n2CCOC3)C1
COc1ccc2c(c1)C[C@@H](C)N(C(=O)c1cc(C)ncn1)[C@@H]2C,2.942,1.0,COc1ccc2c(c1)C[C@@H](C)N(C(=O)c1cc(C)ncn1)[C@@H]2C
NC(=O)C(=O)N1CCC[C@@H]1CNC(=O)c1cccc(O)n1,-1.007,1.0,NC(=O)C(=O)N1CCC[C@@H]1CNC(=O)c1cccc(O)n1
C[C@@H](CCNC(=O)[C@@H]1CCNC1=O)NC(=O)c1cccn(C)c1=O,-0.8540000000000001,1.0,C[C@@H](CCNC(=O)[C@@H]1CCNC1=O)NC(=O)c1cccn(C)c1=O
O=C(NCc1cccnc1)Nc1cccc2[nH]ccc21,2.885,1.0,O=C(NCc1cccnc1)Nc1cccc2[nH]ccc21
Cc1ccc(C(C)(C)CNC(=O)NCc2cc[nH]n2)c(C)c1,2.804,1.0,Cc1ccc(C(C)(C)CNC(=O)NCc2cc[nH]n2)c(C)c1
CCc1ccc(/C=C/C(=O)NNc2ccc(OC)cn2)o1,2.402,1.0,CCc1ccc(/C=C/C(=O)NNc2ccc(OC)cn2)o1
Cn1nnnc1CNC[C@H]1CCCN1C(=O)CN1CCCCC1=O,-0.6970000000000001,1.0,Cn1nnnc1CNC[C@H]1CCCN1C(=O)CN1CCCCC1=O
O=C(N[C@H]1CCO[C@@H](c2ccc(F)cc2)C1)c1cc2cccn2cn1,3.124,1.0,O=C(N[C@H]1CCO[C@@H](c2ccc(F)cc2)C1)c1cc2cccn2cn1
COCCOCN1CCC2(CCN(c3ncccn3)CC2)C1=O,0.916,1.0,COCCOCN1CCC2(CCN(c3ncccn3)CC2)C1=O
CC1(C(=O)NCCN(CCO)C(=O)[C@@H]2CCC(=O)N2)C[C@H]2C[C@@H]2C1,-0.362,1.0,CC1(C(=O)NCCN(CCO)C(=O)[C@@H]2CCC(=O)N2)C[C@H]2C[C@@H]2C1
COC1(C(=O)NC[Si](C)(C)c2ccccc2)CCCC1,2.217,1.0,COC1(C(=O)NC[Si](C)(C)c2ccccc2)CCCC1
CC(=O)NCC(=O)N1C[C@H]2CN([C@H](C)c3nnnn3C)C[C@H]2C1,-1.203,1.0,CC(=O)NCC(=O)N1C[C@H]2CN([C@H](C)c3nnnn3C)C[C@H]2C1
CC(C)Oc1cccc(C(=O)N2CCC3(CCC3)CC2)n1,3.275,1.0,CC(C)Oc1cccc(C(=O)N2CCC3(CCC3)CC2)n1
CC(C)C(=O)N1CC[C@@H](NC(=O)Cn2cnnn2)[C@H](O)C1,-1.5930000000000002,1.0,CC(C)C(=O)N1CC[C@@H](NC(=O)Cn2cnnn2)[C@H](O)C1
C[C@H](CNC(=O)c1nccnc1N)N(C)C[C@@H]1CCCCO1,0.6779999999999999,1.0,C[C@H](CNC(=O)c1nccnc1N)N(C)C[C@@H]1CCCCO1
CC(=O)c1ccc(S(=O)(=O)NCc2ncc(C)s2)cc1,2.133,1.0,CC(=O)c1ccc(S(=O)(=O)NCc2ncc(C)s2)cc1
Cc1ccc2[nH]cc(CN(C)C(=O)C[C@H]3COCCN3)c2c1,1.813,1.0,Cc1ccc2[nH]cc(CN(C)C(=O)C[C@H]3COCCN3)c2c1
Cc1cc(=O)n2[nH]c(NC(=O)Cc3cccc(C)c3Cl)nc2n1,1.869,1.0,Cc1cc(=O)n2[nH]c(NC(=O)Cc3cccc(C)c3Cl)nc2n1
C[C@@H](CNC(=O)c1ccc(C(N)=O)cn1)NCC(=O)N1CCOCC1,-1.253,1.0,C[C@@H](CNC(=O)c1ccc(C(N)=O)cn1)NCC(=O)N1CCOCC1
C[C@@H]1CN(C(=O)c2ncn(C)n2)C[C@@H]1NC(=O)[C@H]1CC[C@H](C)CC1,1.218,1.0,C[C@@H]1CN(C(=O)c2ncn(C)n2)C[C@@H]1NC(=O)[C@H]1CC[C@H](C)CC1
Cn1nnc2c1ncnc2N1CC[C@H](NC(=O)CSCC#N)C1,-0.29,1.0,Cn1nnc2c1ncnc2N1CC[C@H](NC(=O)CSCC#N)C1
COC[C@@H](NC(=O)c1cc(O)nc2ccc(F)cc21)c1ccc(C)o1,3.0980000000000003,1.0,COC[C@@H](NC(=O)c1cc(O)nc2ccc(F)cc21)c1ccc(C)o1
CCC(=O)C1(C(=O)NC[C@H](c2ccc(C)cc2)N(C)C)CC1,2.4730000000000003,1.0,CCC(=O)C1(C(=O)NC[C@H](c2ccc(C)cc2)N(C)C)CC1
C[C@H](C(=O)N1CCCN(C=O)CC1)N1C(=O)NC2(CCCC2)C1=O,-0.07,1.0,C[C@H](C(=O)N1CCCN(C=O)CC1)N1C(=O)NC2(CCCC2)C1=O
C[C@@H]1C[C@H](CC(=O)N2CCN3C[C@@H](F)C[C@H]3C2)CC(C)(C)C1,3.094,1.0,C[C@@H]1C[C@H](CC(=O)N2CCN3C[C@@H](F)C[C@H]3C2)CC(C)(C)C1
COc1cc(Cl)cc(C(=O)NCC2(O)CN(CC(N)=O)C2)c1,-0.39,1.0,COc1cc(Cl)cc(C(=O)NCC2(O)CN(CC(N)=O)C2)c1
Cn1nc(-c2nc(-c3ccc4c(c3)OCO4)no2)cc1C1CC1,2.7430000000000003,1.0,Cn1nc(-c2nc(-c3ccc4c(c3)OCO4)no2)cc1C1CC1
NC(=O)Cc1cccc(Nc2cccc3nc(O)ccc32)c1,2.712,1.0,NC(=O)Cc1cccc(Nc2cccc3nc(O)ccc32)c1
CC1CC(CN2[C@H]3CC[C@H]2CN(C(=O)CN2CC(=O)N(C)C2=O)C3)C1,0.602,1.0,CC1CC(CN2[C@H]3CC[C@H]2CN(C(=O)CN2CC(=O)N(C)C2=O)C3)C1
Cc1noc([C@@H](C)NC(=O)NCC(C)(C)N2CCOCC2)n1,0.8490000000000001,1.0,Cc1noc([C@@H](C)NC(=O)NCC(C)(C)N2CCOCC2)n1
CCCOc1ccc(C(=O)N2CCC[C@H]2c2ncon2)cc1OCC,3.234,1.0,CCCOc1ccc(C(=O)N2CCC[C@H]2c2ncon2)cc1OCC
Cc1cnn(CCC(=O)NC[C@H](C)CNCc2cnon2)c1,0.507,1.0,Cc1cnn(CCC(=O)NC[C@H](C)CNCc2cnon2)c1
COc1ccnc(F)c1C(=O)N1CN[C@H](N)[C@@H]2NCN[C@H]21,-1.638,1.0,COc1ccnc(F)c1C(=O)N1CN[C@H](N)[C@@H]2NCN[C@H]21
Cc1nonc1CC(=O)NC[C@@H](O)CNC(=O)c1ccoc1C,-0.271,1.0,Cc1nonc1CC(=O)NC[C@@H](O)CNC(=O)c1ccoc1C
C[C@@H]1[C@H](N)CCN1C(=O)NC[C@@]12COCCN1C(=O)COC2,-1.255,1.0,C[C@@H]1[C@H](N)CCN1C(=O)NC[C@@]12COCCN1C(=O)COC2
COc1ccc(CNC(=O)[C@@H]2CC23CCSCC3)c(F)c1,2.984,1.0,COc1ccc(CNC(=O)[C@@H]2CC23CCSCC3)c(F)c1
CCCNC(=O)CN1CCC(NCc2cnn(CC)n2)CC1,0.378,1.0,CCCNC(=O)CN1CCC(NCc2cnn(CC)n2)CC1
CC(C)(C)C12CC(C(=O)N[C@@H]3CCN(CC#N)CC(C)(C)C3)(C1)C2,3.333,1.0,CC(C)(C)C12CC(C(=O)N[C@@H]3CCN(CC#N)CC(C)(C)C3)(C1)C2
CCc1n[nH]cc1C(=O)NC[C@@H](C)CNC(=O)c1cn(C)nc1C,0.81,1.0,CCc1n[nH]cc1C(=O)NC[C@@H](C)CNC(=O)c1cn(C)nc1C
CCCC(=O)N1CC[C@H](NCC#Cc2ccccc2)C1,2.029,1.0,CCCC(=O)N1CC[C@H](NCC#Cc2ccccc2)C1
Cc1cnc(C)c(C(=O)Nc2ccc(C)c(O)c2)n1,2.36,1.0,Cc1cnc(C)c(C(=O)Nc2ccc(C)c(O)c2)n1
CC[C@]1(C)NC(=O)N(CC[C@@H](C)c2ccccc2)C1=O,2.901,1.0,CC[C@]1(C)NC(=O)N(CC[C@@H](C)c2ccccc2)C1=O
Cc1ccc(F)cc1NC(=O)CCN1CCC[C@@H](CO)[C@H]1C,2.556,1.0,Cc1ccc(F)cc1NC(=O)CCN1CCC[C@@H](CO)[C@H]1C
Nc1nccnc1C(=O)NC[C@H]1CN(C(=O)[C@H]2CNC(=O)N2)CCO1,-2.303,1.0,Nc1nccnc1C(=O)NC[C@H]1CN(C(=O)[C@H]2CNC(=O)N2)CCO1
Cc1cc(CNCCNC(=O)[C@H]2CCOc3c(F)cccc32)sn1,2.363,1.0,Cc1cc(CNCCNC(=O)[C@H]2CCOc3c(F)cccc32)sn1
COC(=O)C1(OC(=O)CN2CCNC(=O)C2)CC1,-1.3330000000000002,1.0,COC(=O)C1(OC(=O)CN2CCNC(=O)C2)CC1
C=CCNC(=O)NC(=O)CNCCNC(=O)c1ccc2n[nH]cc2c1,-0.106,1.0,C=CCNC(=O)NC(=O)CNCCNC(=O)c1ccc2n[nH]cc2c1
O=C(Cn1cnnn1)N[C@@H]1CCN(C(=O)[C@@H]2CC2(F)F)C1,-0.955,1.0,O=C(Cn1cnnn1)N[C@@H]1CCN(C(=O)[C@@H]2CC2(F)F)C1
C[C@H]1C[C@@H](C(=O)N[C@H]2CCC[C@H]2C(=O)O)CCN1,0.7440000000000001,1.0,C[C@H]1C[C@@H](C(=O)N[C@H]2CCC[C@H]2C(=O)O)CCN1
O=C(CC[C@H]1CCCO1)NCC1(NC(=O)[C@H]2[C@H]3[C@@H]2[C@@H]2CC[C@H]3C2)CC1,2.003,1.0,O=C(CC[C@H]1CCCO1)NCC1(NC(=O)[C@H]2[C@H]3[C@@H]2[C@@H]2CC[C@H]3C2)CC1
CCCCOCC(=O)NC1[C@H]2CN(CCCC3CCCC3)C[C@H]12,2.82,1.0,CCCCOCC(=O)NC1[C@H]2CN(CCCC3CCCC3)C[C@H]12
Cc1ccc(C(=O)N[C@H](C)CN(C)C(=O)c2conc2C(C)C)cn1,2.392,1.0,Cc1ccc(C(=O)N[C@H](C)CN(C)C(=O)c2conc2C(C)C)cn1
C[C@@H]1CN(C(=O)[C@H]2[C@@H]3COC[C@@H]32)C[C@H]1NC(=O)c1cnnc(O)c1,-0.349,1.0,C[C@@H]1CN(C(=O)[C@H]2[C@@H]3COC[C@@H]32)C[C@H]1NC(=O)c1cnnc(O)c1
CCCNCc1cn(C2CN(C(=O)Cn3nc(C)ccc3=O)C2)nn1,-0.274,1.0,CCCNCc1cn(C2CN(C(=O)Cn3nc(C)ccc3=O)C2)nn1
CC[C@@](C)(CCO)NC(=O)Nc1cnn(C2CCC2)c1,2.281,1.0,CC[C@@](C)(CCO)NC(=O)Nc1cnn(C2CCC2)c1
CCN(CCNC(=O)CCCC1CC1)C(=O)c1cc(C)on1,2.142,1.0,CCN(CCNC(=O)CCCC1CC1)C(=O)c1cc(C)on1
NCCN1CCC[C@H](C(=O)NC[C@@]2(O)CCOC2)C1=O,-1.5490000000000002,1.0,NCCN1CCC[C@H](C(=O)NC[C@@]2(O)CCOC2)C1=O
CO[C@@]1(CN2CC[C@](C(=O)O)(C(C)C)C2)CCOC1,1.225,1.0,CO[C@@]1(CN2CC[C@](C(=O)O)(C(C)C)C2)CCOC1
C[C@@H](OC(=O)c1ccc(C2CC2)cc1)C(=O)NC1(C#N)CCC1,2.672,1.0,C[C@@H](OC(=O)c1ccc(C2CC2)cc1)C(=O)NC1(C#N)CCC1
CC(C)=CC(=O)NC1[C@H]2CN(Cc3ccccc3OC(C)C)C[C@H]12,2.986,1.0,CC(C)=CC(=O)NC1[C@H]2CN(Cc3ccccc3OC(C)C)C[C@H]12
Cc1cccc(Cl)c1NC(=O)CN(C)CCN1CCCC1,2.615,1.0,Cc1cccc(Cl)c1NC(=O)CN(C)CCN1CCCC1
Cc1csc(=O)n1CCN1CCCC2(CN(C(=O)C(N)=O)C2)C1,-0.3720000000000001,1.0,Cc1csc(=O)n1CCN1CCCC2(CN(C(=O)C(N)=O)C2)C1
O=C(NC1[C@H]2CN(C(=O)c3ccccc3O)C[C@H]12)c1cocn1,0.8809999999999999,1.0,O=C(NC1[C@H]2CN(C(=O)c3ccccc3O)C[C@H]12)c1cocn1
COC(=O)[C@H]1CCC[C@H](C(=O)O[C@H]2CNOC2)C1,0.412,1.0,COC(=O)[C@H]1CCC[C@H](C(=O)O[C@H]2CNOC2)C1
CC[C@@H]1CCC[C@]1(C)C(=O)N[C@H]1C[C@H](CNC(=O)c2oncc2C)C1,2.824,1.0,CC[C@@H]1CCC[C@]1(C)C(=O)N[C@H]1C[C@H](CNC(=O)c2oncc2C)C1
CC(C)CN1CC[C@H]1CNC(=O)c1cc(C(C)C)on1,2.258,1.0,CC(C)CN1CC[C@H]1CNC(=O)c1cc(C(C)C)on1
COC(=O)C[C@]1(NC(=O)c2cccc3nccn32)CCCOC1,1.176,1.0,COC(=O)C[C@]1(NC(=O)c2cccc3nccn32)CCCOC1
CCN1CCC(N(C)C(=O)c2ccnc(OCC(F)F)c2)CC1,2.282,1.0,CCN1CCC(N(C)C(=O)c2ccnc(OCC(F)F)c2)CC1
O=C(/C=C/c1ccccn1)N[C@H](c1ccc(F)cc1)C1CCNCC1,3.091,1.0,O=C(/C=C/c1ccccn1)N[C@H](c1ccc(F)cc1)C1CCNCC1
C=CCCn1cc(C(=O)N2CC3(C2)CCCN(C(=O)C(N)=O)C3)nn1,-0.596,1.0,C=CCCn1cc(C(=O)N2CC3(C2)CCCN(C(=O)C(N)=O)C3)nn1
CCn1nncc1C(=O)N(C)C[C@@H]1CCN1C(=O)Cn1cnnc1O,-1.032,1.0,CCn1nncc1C(=O)N(C)C[C@@H]1CCN1C(=O)Cn1cnnc1O
COCCCN[C@@H]1C[C@H]2C[C@@H](C1)N(C(=O)c1ccc(Cl)cn1)C2,2.354,1.0,COCCCN[C@@H]1C[C@H]2C[C@@H](C1)N(C(=O)c1ccc(Cl)cn1)C2
C[C@@H]1CN(C(=O)C(N)=O)C[C@H]1CNC(=O)c1ccn(C)n1,-1.27,1.0,C[C@@H]1CN(C(=O)C(N)=O)C[C@H]1CNC(=O)c1ccn(C)n1
CCNC(=O)CN1CCO[C@H](CNC(=O)c2cnn(C)c2)C1,-1.013,1.0,CCNC(=O)CN1CCO[C@H](CNC(=O)c2cnn(C)c2)C1
Cc1nnc(CN(C)C(=O)N[C@@H]2COC(=O)C2)o1,-0.165,1.0,Cc1nnc(CN(C)C(=O)N[C@@H]2COC(=O)C2)o1
CO[C@@H]1CCCN(c2nnc(C(C)(C)C)n2C[C@@H]2CC[C@H](F)C2)C1,3.329,1.0,CO[C@@H]1CCCN(c2nnc(C(C)(C)C)n2C[C@@H]2CC[C@H](F)C2)C1
CC(C)[C@@H](F)C(=O)NCC1(NC(=O)c2cc3cccnc3s2)CC1,2.669,1.0,CC(C)[C@@H](F)C(=O)NCC1(NC(=O)c2cc3cccnc3s2)CC1
COc1ncc(-c2cnc3c(c2)C(=O)NC3)cc1N,0.978,1.0,COc1ncc(-c2cnc3c(c2)C(=O)NC3)cc1N
CCOCC1(C(=O)NC[C@@H](C)c2c(C)noc2C)CC1,2.3280000000000003,1.0,CCOCC1(C(=O)NC[C@@H](C)c2c(C)noc2C)CC1
Cc1cnn(CCC(=O)N[C@@H]2CN(C(=O)[C@@H]3CCOC3)C[C@@H]2O)c1,-0.6940000000000001,1.0,Cc1cnn(CCC(=O)N[C@@H]2CN(C(=O)[C@@H]3CCOC3)C[C@@H]2O)c1
COCC1(CC(=O)NCC2(NC(=O)C(C)=C3CCC3)CCC2)CC1,2.459,1.0,COCC1(CC(=O)NCC2(NC(=O)C(C)=C3CCC3)CCC2)CC1
CCN(CC)c1ccc(CN2CCCC(=O)[C@@H](F)C2)cc1,3.036,1.0,CCN(CC)c1ccc(CN2CCCC(=O)[C@@H](F)C2)cc1
CN(C(=O)CN1CC[C@@H](S(N)(=O)=O)C1)C1CC1,-1.03,1.0,CN(C(=O)CN1CC[C@@H](S(N)(=O)=O)C1)C1CC1
N#Cc1c[nH]c(C(=O)NC[C@@H]2[C@H]3CN(C(=O)CC4(O)CCC4)C[C@H]32)c1,0.626,1.0,N#Cc1c[nH]c(C(=O)NC[C@@H]2[C@H]3CN(C(=O)CC4(O)CCC4)C[C@H]32)c1
COCCCC(=O)NC[C@]1(O)CN2CCC1CC2,-0.014,1.0,COCCCC(=O)NC[C@]1(O)CN2CCC1CC2
CCc1noc([C@@H]2CCCN(c3cncc(N4CCCCC4)n3)C2)n1,2.7960000000000003,1.0,CCc1noc([C@@H]2CCCN(c3cncc(N4CCCCC4)n3)C2)n1
CC(C)(C)c1nc(COC(=O)c2cc3cnccc3[nH]2)no1,2.6,1.0,CC(C)(C)c1nc(COC(=O)c2cc3cnccc3[nH]2)no1
CC[C@@]1(O)CCCN(c2nnnn2CCc2nc(C)cs2)C1,1.422,1.0,CC[C@@]1(O)CCCN(c2nnnn2CCc2nc(C)cs2)C1
CCn1cnc2c1CCN([C@H](C(=O)OC)c1cccc(OC)c1)C2,2.184,1.0,CCn1cnc2c1CCN([C@H](C(=O)OC)c1cccc(OC)c1)C2
CC(C)C[C@H](CNC(=O)Cc1cccs1)NC(=O)CC1CCC1,3.128,1.0,CC(C)C[C@H](CNC(=O)Cc1cccs1)NC(=O)CC1CCC1
CC[C@H](Cc1ccccc1)N1C(=O)N[C@H](CC(F)F)C1=O,2.583,1.0,CC[C@H](Cc1ccccc1)N1C(=O)N[C@H](CC(F)F)C1=O
O=[N+]([O-])c1cccc(F)c1NCCN1CC=CCC1,2.408,1.0,O=[N+]([O-])c1cccc(F)c1NCCN1CC=CCC1
Cc1cc(NC(=O)[C@H](C)N2CCC(NC(=O)C(C)(C)C)CC2)on1,1.937,1.0,Cc1cc(NC(=O)[C@H](C)N2CCC(NC(=O)C(C)(C)C)CC2)on1
Cc1nonc1C[S@@](=O)[C@@H](C)C(=O)Nc1ccc(C)cc1F,2.101,1.0,Cc1nonc1C[S@@](=O)[C@@H](C)C(=O)Nc1ccc(C)cc1F
Cn1cc(NC(=O)c2ccnc(-c3nn[nH]n3)c2)cc1C(N)=O,-0.049,1.0,Cn1cc(NC(=O)c2ccnc(-c3nn[nH]n3)c2)cc1C(N)=O
CC[C@H](CNC(=O)c1ccnn1CC)NCc1ccc(F)cn1,1.735,1.0,CC[C@H](CNC(=O)c1ccnn1CC)NCc1ccc(F)cn1
Cc1cccc(CN(C)C(=O)[C@@H]2CN(C)C[C@@H]2C)c1,2.151,1.0,Cc1cccc(CN(C)C(=O)[C@@H]2CN(C)C[C@@H]2C)c1
c1cnn(C[C@@H]2CN(c3nnc(C4CCCC4)n3C3CC3)CCO2)c1,2.373,1.0,c1cnn(C[C@@H]2CN(c3nnc(C4CCCC4)n3C3CC3)CCO2)c1
CN(C[C@@H]1CCC[C@@H]1O)C(=O)[C@H]1CCc2ccccc2O1,2.0,1.0,CN(C[C@@H]1CCC[C@@H]1O)C(=O)[C@H]1CCc2ccccc2O1
CCC(=O)N[C@]12CCC[C@H]1N(C(=O)C(N)=O)CC2,-0.479,1.0,CCC(=O)N[C@]12CCC[C@H]1N(C(=O)C(N)=O)CC2
CCc1ccc(CCN(C)[C@@H](COC2CCC2)C(=O)OC)cc1,2.834,1.0,CCc1ccc(CCN(C)[C@@H](COC2CCC2)C(=O)OC)cc1
CC(C)Cn1cc(N2C(=O)N[C@@H](C3CC3)C2=O)cn1,1.374,1.0,CC(C)Cn1cc(N2C(=O)N[C@@H](C3CC3)C2=O)cn1
CCc1cc(C(=O)NC[C@@H]2CCN2C(=O)[C@@H]2CC23CC3)no1,1.368,1.0,CCc1cc(C(=O)NC[C@@H]2CCN2C(=O)[C@@H]2CC23CC3)no1
N#Cc1cccnc1N1C[C@@H](O)[C@@H](CNC(=O)c2cocn2)C1,0.168,1.0,N#Cc1cccnc1N1C[C@@H](O)[C@@H](CNC(=O)c2cocn2)C1
CCCN1CCC[C@@H](NC(=O)c2ccc(OC)c(Cl)c2)CC1,3.343,1.0,CCCN1CCC[C@@H](NC(=O)c2ccc(OC)c(Cl)c2)CC1
CO[C@@H]1CN(C(=O)CCn2cnnn2)C[C@H]1NC(=O)C(N)=O,-3.11,1.0,CO[C@@H]1CN(C(=O)CCn2cnnn2)C[C@H]1NC(=O)C(N)=O
